STATENAME,COUNTYNAME,ADDRESS_CITY,actual,cleared
KANSAS,COWLEY,ARKANSAS CITY,1164,347
KANSAS,COWLEY,BURDEN,18,0
KANSAS,COWLEY,DEXTER,0,0
KANSAS,COWLEY,UDALL,0,0
KANSAS,COWLEY,WINFIELD,1211,153
KANSAS,ELLSWORTH,ELLSWORTH,128,12
KANSAS,ELLSWORTH,HOLYROOD,0,0
KANSAS,ELLSWORTH,KANOPOLIS,0,0
KANSAS,ELLSWORTH,WILSON,0,0
KANSAS,HARPER,ANTHONY,265,48
KANSAS,HARPER,ATTICA,18,2
KANSAS,HARPER,HARPER,0,0
KANSAS,HASKELL,SUBLETTE,58,6
KANSAS,JACKSON,HOLTON,380,67
KANSAS,JACKSON,HOYT,0,0
KANSAS,JACKSON,MAYETTA,6,0
KANSAS,JOHNSON,FAIRWAY,57,6
KANSAS,JOHNSON,GARDNER,185,60
KANSAS,JOHNSON,LAKE QUIVIRA,2,0
KANSAS,JOHNSON,LEAWOOD,855,182
KANSAS,JOHNSON,LENEXA,1997,376
KANSAS,JOHNSON,MERRIAM,1216,142
KANSAS,JOHNSON,MISSION,887,80
KANSAS,JOHNSON,OLATHE,5241,1615
KANSAS,JOHNSON,OVERLAND PARK,6417,2143
KANSAS,JOHNSON,PRAIRIE VILLAGE,552,58
KANSAS,JOHNSON,ROELAND PARK,0,0
KANSAS,JOHNSON,SHAWNEE,2646,459
KANSAS,JOHNSON,SHAWNEE MISSION,91,12
KANSAS,JOHNSON,SPRING HILL,4,0
KANSAS,JOHNSON,WESTWOOD,118,4
KANSAS,KINGMAN,KINGMAN,335,32
KANSAS,KINGMAN,NORWICH,0,0
KANSAS,PAWNEE,LARNED,293,54
KANSAS,RAWLINS,ATWOOD,90,10
KANSAS,REPUBLIC,BELLEVILLE,98,23
KANSAS,TREGO,WAKEENEY,87,13
KANSAS,WASHINGTON,WASHINGTON,56,16
KENTUCKY,ADAIR,COLUMBIA,454,230
KENTUCKY,BALLARD,LA CENTER,14,2
KENTUCKY,BALLARD,WICKLIFFE,111,21
KENTUCKY,BATH,OWINGSVILLE,90,4
KENTUCKY,BOYD,ASHLAND,2291,822
KENTUCKY,BOYD,CATLETTSBURG,366,124
KENTUCKY,BOYD,FLATWOODS,0,0
KENTUCKY,CASEY,LIBERTY,108,14
KENTUCKY,ELLIOTT,SANDY HOOK,0,0
KENTUCKY,GALLATIN,WARSAW,137,18
KENTUCKY,KNOX,BARBOURVILLE,385,75
KENTUCKY,LARUE,HODGENVILLE,111,12
KENTUCKY,LEE,BEATTYVILLE,28,4
KENTUCKY,LOGAN,ADAIRVILLE,8,0
KENTUCKY,LOGAN,AUBURN,22,8
KENTUCKY,LOGAN,LEWISBURG,10,2
KENTUCKY,LOGAN,RUSSELLVILLE,855,174
KENTUCKY,MCLEAN,CALHOUN,104,34
KENTUCKY,MEADE,BRANDENBURG,288,44
KENTUCKY,MEADE,MULDRAUGH,42,0
KENTUCKY,MUHLENBERG,CENTRAL CITY,170,108
KENTUCKY,MUHLENBERG,GREENVILLE,190,48
KENTUCKY,MUHLENBERG,POWDERLY,20,8
KENTUCKY,OWEN,OWENTON,104,12
KENTUCKY,ROWAN,MOREHEAD,1161,384
KENTUCKY,RUSSELL,JAMESTOWN,88,20
KENTUCKY,RUSSELL,RUSSELL SPRINGS,138,42
KENTUCKY,WOODFORD,VERSAILLES,886,84
MAINE,KENNEBEC,AUGUSTA,1946,862
MAINE,KENNEBEC,CLINTON,80,20
MAINE,KENNEBEC,GARDINER,267,100
MAINE,KENNEBEC,HALLOWELL,48,10
MAINE,KENNEBEC,MONMOUTH,54,8
MAINE,KENNEBEC,OAKLAND,140,38
MAINE,KENNEBEC,WATERVILLE,1405,532
MAINE,KENNEBEC,WINSLOW,188,44
MAINE,KENNEBEC,WINTHROP,130,62
MAINE,LINCOLN,BOOTHBAY HARBOR,100,36
MAINE,LINCOLN,DAMARISCOTTA,88,40
MAINE,LINCOLN,WALDOBORO,150,44
MAINE,LINCOLN,WISCASSET,580,182
MAINE,SOMERSET,FAIRFIELD,292,72
MAINE,SOMERSET,MADISON,718,220
MAINE,SOMERSET,PITTSFIELD,76,74
MAINE,SOMERSET,SKOWHEGAN,789,164
MARYLAND,CALVERT,PRINCE FREDERICK,2666,976
MARYLAND,DORCHESTER,CAMBRIDGE,1951,615
MARYLAND,DORCHESTER,EASTON,87,24
MARYLAND,DORCHESTER,HURLOCK,176,42
MARYLAND,FREDERICK,BRUNSWICK,178,96
MARYLAND,FREDERICK,FREDERICK,7250,2799
MARYLAND,FREDERICK,THURMONT,149,42
MARYLAND,HARFORD,ABERDEEN,667,263
MARYLAND,HARFORD,BEL AIR,6185,2091
MARYLAND,HARFORD,BELAIR,537,360
MARYLAND,HARFORD,HAVRE DE GRACE,692,190
MARYLAND,PRINCE GEORGE'S,BERWYN HEIGHTS,122,2
MARYLAND,PRINCE GEORGE'S,BLADENSBURG,786,130
MARYLAND,PRINCE GEORGE'S,BOWIE,1723,236
MARYLAND,PRINCE GEORGE'S,BRENTWOOD,36,2
MARYLAND,PRINCE GEORGE'S,CAPITOL HEIGHTS,108,8
MARYLAND,PRINCE GEORGE'S,CHEVERLY,302,74
MARYLAND,PRINCE GEORGE'S,COLLEGE PARK,718,200
MARYLAND,PRINCE GEORGE'S,COLMAR MANOR,68,8
MARYLAND,PRINCE GEORGE'S,COTTAGE CITY,42,4
MARYLAND,PRINCE GEORGE'S,DISTRICT HEIGHTS,140,4
MARYLAND,PRINCE GEORGE'S,EDMONSTON,106,0
MARYLAND,PRINCE GEORGE'S,FAIRMOUNT HEIGHTS,24,4
MARYLAND,PRINCE GEORGE'S,FOREST HEIGHTS,124,0
MARYLAND,PRINCE GEORGE'S,FORESTVILLE,84,26
MARYLAND,PRINCE GEORGE'S,GLENARDEN,152,18
MARYLAND,PRINCE GEORGE'S,GREENBELT,1544,418
MARYLAND,PRINCE GEORGE'S,HYATTSVILLE,2270,622
MARYLAND,PRINCE GEORGE'S,LANDOVER,35430,4072
MARYLAND,PRINCE GEORGE'S,LANDOVER HILLS,84,14
MARYLAND,PRINCE GEORGE'S,LAUREL,2240,422
MARYLAND,PRINCE GEORGE'S,MT. RAINIER,567,36
MARYLAND,PRINCE GEORGE'S,NEW CARROLTON,526,94
MARYLAND,PRINCE GEORGE'S,RIVERDALE,330,34
MARYLAND,PRINCE GEORGE'S,RIVERDALE PARK,398,50
MARYLAND,PRINCE GEORGE'S,SEAT PLEASANT,288,60
MARYLAND,PRINCE GEORGE'S,SUITLAND,84,12
MARYLAND,PRINCE GEORGE'S,UNIVERSITY PARK,90,2
MARYLAND,PRINCE GEORGE'S,UPPER MARLBORO,26,4
MARYLAND,TALBOT,EASTON,499,142
MARYLAND,TALBOT,"EASTON,",1013,240
MARYLAND,TALBOT,OXFORD,2,0
MARYLAND,TALBOT,ST. MICHAELS,44,18
MARYLAND,TALBOT,TRAPPE,25,14
MARYLAND,WORCESTER,BERLIN,410,97
MARYLAND,WORCESTER,OCEAN CITY,2297,780
MARYLAND,WORCESTER,OCEAN PINES,250,4
MARYLAND,WORCESTER,POCOMOKE CITY,408,126
MARYLAND,WORCESTER,SNOW HILL,608,184
MASSACHUSETTS,BARNSTABLE,BREWSTER,233,70
MASSACHUSETTS,BARNSTABLE,BUZZARDS BAY,615,124
MASSACHUSETTS,BARNSTABLE,CHATHAM,164,44
MASSACHUSETTS,BARNSTABLE,EASTHAM,130,20
MASSACHUSETTS,BARNSTABLE,FALMOUTH,1490,184
MASSACHUSETTS,BARNSTABLE,HARWICH,356,90
MASSACHUSETTS,BARNSTABLE,HYANNIS,1824,795
MASSACHUSETTS,BARNSTABLE,MA,0,0
MASSACHUSETTS,BARNSTABLE,MASHPEE,354,84
MASSACHUSETTS,BARNSTABLE,ORLEANS,236,46
MASSACHUSETTS,BARNSTABLE,PROVINCETOWN,250,66
MASSACHUSETTS,BARNSTABLE,SANDWICH,366,128
MASSACHUSETTS,BARNSTABLE,SO DENNIS,756,204
MASSACHUSETTS,BARNSTABLE,TRURO,59,17
MASSACHUSETTS,BARNSTABLE,WELLFLEET,70,16
MASSACHUSETTS,BARNSTABLE,WEST YARMOUTH,1344,614
MASSACHUSETTS,BERKSHIRE,ADAMS,281,72
MASSACHUSETTS,BERKSHIRE,BECKET,30,10
MASSACHUSETTS,BERKSHIRE,CHESHIRE,14,2
MASSACHUSETTS,BERKSHIRE,DALTON,151,56
MASSACHUSETTS,BERKSHIRE,GREAT BARRINGTON,156,68
MASSACHUSETTS,BERKSHIRE,HINSDALE,0,0
MASSACHUSETTS,BERKSHIRE,LANESBORO,0,0
MASSACHUSETTS,BERKSHIRE,LEE,230,74
MASSACHUSETTS,BERKSHIRE,LENOX,176,88
MASSACHUSETTS,BERKSHIRE,MA,115,20
MASSACHUSETTS,BERKSHIRE,MONTEREY,0,0
MASSACHUSETTS,BERKSHIRE,NORTH ADAMS,1293,488
MASSACHUSETTS,BERKSHIRE,NORTH EGREMONT,10,2
MASSACHUSETTS,BERKSHIRE,PITTSFIELD,2727,507
MASSACHUSETTS,BERKSHIRE,RICHMOND,0,0
MASSACHUSETTS,BERKSHIRE,SAVOY,0,0
MASSACHUSETTS,BERKSHIRE,SHEFFIELD,0,0
MASSACHUSETTS,BERKSHIRE,STOCKBRIDGE,58,14
MASSACHUSETTS,BERKSHIRE,WILLIAMSTOWN,284,26
MASSACHUSETTS,NANTUCKET,MA,0,0
MASSACHUSETTS,NANTUCKET,NANTUCKET,670,24
MICHIGAN,ALGER,MUNISING,153,73
MICHIGAN,CHEBOYGAN,CHEBOYGAN,568,228
MICHIGAN,CHEBOYGAN,INDIAN RIVER,142,18
MICHIGAN,CHEBOYGAN,MACKINAW CITY,72,16
MICHIGAN,CLARE,CLARE,109,9
MICHIGAN,CLARE,HARRISON,1012,362
MICHIGAN,CLARE,ROCKFORD,85,38
MICHIGAN,CRAWFORD,GRAYLING,440,88
MICHIGAN,CRAWFORD,WILLAMSBURG,57,24
MICHIGAN,GLADWIN,BEAVERTON,50,30
MICHIGAN,GLADWIN,GLADWIN,506,174
MICHIGAN,GRATIOT,ALMA,335,53
MICHIGAN,GRATIOT,BRECKENRIDGE,36,0
MICHIGAN,GRATIOT,ITHACA,738,74
MICHIGAN,GRATIOT,SAINT LOUIS,122,4
MICHIGAN,IONIA,BELDING,129,18
MICHIGAN,IONIA,IONIA,1343,328
MICHIGAN,IONIA,LAKE ODESSA,34,0
MICHIGAN,IONIA,PORTLAND,60,24
MICHIGAN,KENT,GRAND RAPIDS,21737,4723
MICHIGAN,KENT,GRANDVILLE,1432,572
MICHIGAN,KENT,LOWELL,191,77
MICHIGAN,KENT,ROCKFORD,899,338
MICHIGAN,KENT,SAND LAKE,34,6
MICHIGAN,KENT,SPARTA,248,18
MICHIGAN,KENT,WYOMING,4240,1370
MICHIGAN,LEELANAU,LELAND,10,4
MICHIGAN,LEELANAU,SUTTONS BAY,211,39
MICHIGAN,MARQUETTE,GWINN,202,38
MICHIGAN,MARQUETTE,ISHPEMING,208,62
MICHIGAN,MARQUETTE,MARQUETTE,1268,308
MICHIGAN,MARQUETTE,NEGAUNEE,507,294
MICHIGAN,MISSAUKEE,LAKE CITY,340,112
MICHIGAN,MISSAUKEE,ROCKFORD,30,14
MICHIGAN,OCEANA,HART,1655,375
MICHIGAN,OCEANA,HESPERIA,0,0
MICHIGAN,OCEANA,NEW ERA,8,0
MICHIGAN,OCEANA,PENTWATER,38,2
MICHIGAN,OCEANA,ROTHBURY,22,0
MICHIGAN,OCEANA,SHELBY,0,0
MICHIGAN,ONTONAGON,MARQUETTE,44,16
MICHIGAN,ONTONAGON,ONTONAGON,68,0
MICHIGAN,SAGINAW,BIRCH RUN,170,18
MICHIGAN,SAGINAW,BRIDGEPORT,459,95
MICHIGAN,SAGINAW,CHESANING,26,2
MICHIGAN,SAGINAW,FRANKENMUTH,176,26
MICHIGAN,SAGINAW,FREELAND,144,18
MICHIGAN,SAGINAW,HEMLOCK,36,4
MICHIGAN,SAGINAW,SAGINAW,7876,1771
MICHIGAN,SAGINAW,SAINT CHARLES,83,14
MICHIGAN,SHIAWASSEE,BANCROFT,6,0
MICHIGAN,SHIAWASSEE,BYRON,0,0
MICHIGAN,SHIAWASSEE,CORUNNA,1045,422
MICHIGAN,SHIAWASSEE,DURAND,116,16
MICHIGAN,SHIAWASSEE,LAINGSBURG,69,0
MICHIGAN,SHIAWASSEE,LENNON,7,0
MICHIGAN,SHIAWASSEE,MORRICE,36,2
MICHIGAN,SHIAWASSEE,NEW LOTHROP,12,0
MICHIGAN,SHIAWASSEE,OWOSSO,786,96
MICHIGAN,SHIAWASSEE,PERRY,34,6
MICHIGAN,SHIAWASSEE,VERNON,14,0
MINNESOTA,CARLTON,CARLTON,373,61
MINNESOTA,CARLTON,CLOQUET,1329,413
MINNESOTA,CARLTON,MOOSE LAKE,193,53
MINNESOTA,CHIPPEWA,CLARA CITY,16,2
MINNESOTA,CHIPPEWA,MONTEVIDEO,278,126
MINNESOTA,DAKOTA,APPLE VALLEY,2427,833
MINNESOTA,DAKOTA,BURNSVILLE,3559,994
MINNESOTA,DAKOTA,EAGAN,2373,713
MINNESOTA,DAKOTA,FARMINGTON,463,109
MINNESOTA,DAKOTA,HASTINGS,1326,596
MINNESOTA,DAKOTA,INVER GROVE HEIGHTS,1762,730
MINNESOTA,DAKOTA,LAKEVILLE,1313,460
MINNESOTA,DAKOTA,MENDOTA HEIGHTS,401,70
MINNESOTA,DAKOTA,ROSEMOUNT,432,116
MINNESOTA,DAKOTA,SOUTH ST. PAUL,1444,454
MINNESOTA,DAKOTA,WEST ST. PAUL,2153,966
MINNESOTA,FREEBORN,ALBERT LEA,866,290
MINNESOTA,HENNEPIN,BLOOMINGTON,5985,3509
MINNESOTA,HENNEPIN,BROOKLYN CENTER,2395,992
MINNESOTA,HENNEPIN,BROOKLYN PARK,5492,1708
MINNESOTA,HENNEPIN,CHAMPLIN,657,180
MINNESOTA,HENNEPIN,CORCORAN,58,58
MINNESOTA,HENNEPIN,CRYSTAL,1004,297
MINNESOTA,HENNEPIN,CRYSTAL BAY,339,54
MINNESOTA,HENNEPIN,DAYTON,86,44
MINNESOTA,HENNEPIN,DEEPHAVEN,17,16
MINNESOTA,HENNEPIN,EDEN PRAIRIE,1532,601
MINNESOTA,HENNEPIN,EDINA,1924,532
MINNESOTA,HENNEPIN,GOLDEN VALLEY,848,114
MINNESOTA,HENNEPIN,HOPKINS,848,98
MINNESOTA,HENNEPIN,MAPLE GROVE,2466,632
MINNESOTA,HENNEPIN,MAPLE PLAIN,104,38
MINNESOTA,HENNEPIN,MEDINA,204,68
MINNESOTA,HENNEPIN,MINNEAPOLIS,46061,6936
MINNESOTA,HENNEPIN,MINNETONKA,1597,444
MINNESOTA,HENNEPIN,MINNETRISTA,172,46
MINNESOTA,HENNEPIN,NEW HOPE,835,165
MINNESOTA,HENNEPIN,OSSEO,8,0
MINNESOTA,HENNEPIN,PLYMOUTH,2256,531
MINNESOTA,HENNEPIN,RICHFIELD,1996,608
MINNESOTA,HENNEPIN,ROBBINSDALE,591,92
MINNESOTA,HENNEPIN,ROGERS,395,167
MINNESOTA,HENNEPIN,SHOREWOOD,251,57
MINNESOTA,HENNEPIN,ST. LOUIS PARK,2502,746
MINNESOTA,HENNEPIN,ST. PAUL,646,222
MINNESOTA,HENNEPIN,WAYZATA,252,84
MINNESOTA,LAC QUI PARLE,DAWSON,40,14
MINNESOTA,LAC QUI PARLE,MADISON,55,4
MINNESOTA,MARTIN,FAIRMONT,484,162
MINNESOTA,MEEKER,EDEN VALLEY,14,2
MINNESOTA,MEEKER,LITCHFIELD,487,104
MINNESOTA,MILLE LACS,ISLE,32,30
MINNESOTA,MILLE LACS,MILACA,1020,940
MINNESOTA,MILLE LACS,ONAMIA,264,46
MINNESOTA,MILLE LACS,PRINCETON,364,142
MINNESOTA,NICOLLET,NORTH MANKATO,315,309
MINNESOTA,NICOLLET,SAINT PETER,130,26
MINNESOTA,NICOLLET,ST. PETER,335,91
MINNESOTA,OTTER TAIL,FERGUS FALLS,1835,751
MINNESOTA,PENNINGTON,THIEF RIVER FALLS,252,84
MINNESOTA,PIPESTONE,PIPESTONE,126,22
MINNESOTA,POPE,GLENWOOD,88,38
MINNESOTA,POPE,STARBUCK,40,2
MINNESOTA,RAMSEY,MAPLEWOOD,3709,1225
MINNESOTA,RAMSEY,MOUNDS VIEW,866,162
MINNESOTA,RAMSEY,NEW BRIGHTON,1086,78
MINNESOTA,RAMSEY,NORTH ST. PAUL,554,142
MINNESOTA,RAMSEY,ROSEVILLE,3776,1560
MINNESOTA,RAMSEY,SAINT PAUL,2629,426
MINNESOTA,RAMSEY,ST PAUL,0,0
MINNESOTA,RAMSEY,ST. PAUL,23671,4065
MINNESOTA,RAMSEY,WHITE BEAR LAKE,1284,172
MINNESOTA,RICE,FARIBAULT,1523,416
MINNESOTA,RICE,LONSDALE,44,4
MINNESOTA,RICE,MORRISTOWN,32,4
MINNESOTA,RICE,NORTHFIELD,456,106
MINNESOTA,STEVENS,HANCOCK,0,0
MINNESOTA,STEVENS,MORRIS,282,106
MINNESOTA,SWIFT,APPLETON,58,16
MINNESOTA,SWIFT,BENSON,36,12
MINNESOTA,WASECA,JANESVILLE,34,16
MINNESOTA,WASECA,NEW RICHLAND,0,0
MINNESOTA,WASECA,WASECA,500,156
MISSISSIPPI,ATTALA,KOSCIUSKO,0,0
MISSISSIPPI,CHOCTAW,ACKERMAN,199,23
MISSISSIPPI,COPIAH,CRYSTAL SPRINGS,0,0
MISSISSIPPI,COPIAH,HAZLEHURST,0,0
MISSISSIPPI,COVINGTON,COLLINS,0,0
MISSISSIPPI,COVINGTON,MOUNT OLIVE,0,0
MISSISSIPPI,HANCOCK,BAY SAINT LOUIS,0,0
MISSISSIPPI,HANCOCK,KILN,1266,212
MISSISSIPPI,HANCOCK,WAVELAND,630,216
MISSISSIPPI,HOLMES,DURANT,0,0
MISSISSIPPI,HOLMES,LEXINGTON,0,0
MISSISSIPPI,HOLMES,PICKENS,0,0
MISSISSIPPI,HOLMES,TCHULA,0,0
MISSISSIPPI,ISSAQUENA,MAYERSVILLE,0,0
MISSISSIPPI,JASPER,BAY SPRINGS,0,0
MISSISSIPPI,JASPER,HEIDELBERG,0,0
MISSISSIPPI,KEMPER,DE KALB,137,16
MISSISSIPPI,KEMPER,DEKALB,0,0
MISSISSIPPI,KEMPER,SCOOBA,0,0
MISSISSIPPI,LAMAR,PURVIS,1576,82
MISSISSIPPI,LOWNDES,COLUMBUS,1286,50
MISSISSIPPI,MADISON,CANTON,606,14
MISSISSIPPI,MADISON,FLORA,0,0
MISSISSIPPI,MADISON,MADISON,424,142
MISSISSIPPI,MADISON,RIDGELAND,1625,1212
MISSISSIPPI,PRENTISS,BOONEVILLE,60,0
MISSISSIPPI,SHARKEY,ROLLING FORK,0,0
MISSISSIPPI,SIMPSON,MAGEE,10,0
MISSISSIPPI,SIMPSON,MENDENHALL,18,0
MISSISSIPPI,SMITH,RALEIGH,0,0
MISSISSIPPI,TATE,COLDWATER,0,0
MISSISSIPPI,TATE,SENATOBIA,0,0
MISSISSIPPI,TISHOMINGO,IUKA,184,78
MISSISSIPPI,WASHINGTON,GREENVILLE,4856,44
MISSISSIPPI,WASHINGTON,HOLLANDALE,0,0
MISSISSIPPI,WASHINGTON,LELAND,0,0
MISSOURI,BENTON,COLE CAMP,58,26
MISSOURI,BENTON,LINCOLN,82,28
MISSOURI,BENTON,WARSAW,812,230
MISSOURI,CALLAWAY,AUXVASSE,58,12
MISSOURI,CALLAWAY,FULTON,2245,630
MISSOURI,CALLAWAY,HOLTS SUMMIT,49,42
MISSOURI,CALLAWAY,NEW BLOOMFIELD,0,0
MISSOURI,CHARITON,KEYTESVILLE,126,40
MISSOURI,CHARITON,SALISBURY,73,22
MISSOURI,CLARK,KAHOKA,132,52
MISSOURI,DENT,SALEM,508,136
MISSOURI,DUNKLIN,ARBYRD,6,8
MISSOURI,DUNKLIN,CAMPBELL,90,26
MISSOURI,DUNKLIN,CARDWELL,30,18
MISSOURI,DUNKLIN,CLARKTON,65,36
MISSOURI,DUNKLIN,HOLCOMB,6,0
MISSOURI,DUNKLIN,HORNERSVILLE,28,12
MISSOURI,DUNKLIN,KENNETT,1675,442
MISSOURI,DUNKLIN,MALDEN,297,213
MISSOURI,DUNKLIN,SENATH,68,12
MISSOURI,HICKORY,HERMITAGE,180,40
MISSOURI,HOLT,MOUND CITY,33,1
MISSOURI,HOLT,OREGON,112,22
MISSOURI,IRON,ANNAPOLIS,7,7
MISSOURI,IRON,ARCADIA,2,2
MISSOURI,IRON,IRONTON,213,18
MISSOURI,IRON,PILOT KNOB,21,15
MISSOURI,IRON,VIBURNUM,38,12
MISSOURI,JEFFERSON,ARNOLD,1648,476
MISSOURI,JEFFERSON,CRYSTAL CITY,384,174
MISSOURI,JEFFERSON,DESOTO,450,0
MISSOURI,JEFFERSON,FESTUS,647,228
MISSOURI,JEFFERSON,HERCULANEUM,120,38
MISSOURI,JEFFERSON,HILLSBORO,5188,971
MISSOURI,JEFFERSON,HOUSE SPRINGS,22,6
MISSOURI,JEFFERSON,KIMMSWICK,0,0
MISSOURI,JEFFERSON,PEVELY,276,60
MISSOURI,LEWIS,CANTON,110,46
MISSOURI,LEWIS,LAGRANGE,10,4
MISSOURI,LEWIS,MONTICELLO,85,29
MISSOURI,MONTGOMERY,BELLFLOWER,4,0
MISSOURI,MONTGOMERY,JONESBURG,48,24
MISSOURI,MONTGOMERY,MONTGOMERY CITY,315,79
MISSOURI,MONTGOMERY,NEW FLORENCE,16,6
MISSOURI,MONTGOMERY,WELLSVILLE,20,12
MISSOURI,PEMISCOT,CARUTHERSVILLE,934,160
MISSOURI,PEMISCOT,COOTER,0,0
MISSOURI,PEMISCOT,HAYTI,422,164
MISSOURI,PEMISCOT,STEELE,190,76
MISSOURI,PEMISCOT,WARDELL,6,6
MISSOURI,POLK,BOLIVAR,2212,742
MISSOURI,POLK,FAIR PLAY,14,12
MISSOURI,POLK,HUMANSVILLE,29,10
MISSOURI,POLK,PLEASANT HOPE,8,2
MISSOURI,POLK,RICHMOND,0,0
MISSOURI,SALINE,BLACKBURN,0,0
MISSOURI,SALINE,EMMA,0,0
MISSOURI,SALINE,MARSHALL,917,267
MISSOURI,SALINE,SLATER,108,30
MISSOURI,SALINE,SWEET SPRINGS,20,0
MISSOURI,SCOTLAND,MEMPHIS,109,40
MISSOURI,VERNON,NEVADA,1966,674
MISSOURI,WASHINGTON,POTOSI,1207,161
MONTANA,CARBON,BRIDGER,16,0
MONTANA,CARBON,RED LODGE,243,26
MONTANA,CUSTER,MILES CITY,476,149
MONTANA,FERGUS,LEWISTOWN,412,113
MONTANA,POWELL,DEER LODGE,330,58
MONTANA,SANDERS,HOT SPRINGS,16,2
MONTANA,SANDERS,PLAINS,32,6
MONTANA,SANDERS,THOMPSON FALLS,258,34
MONTANA,STILLWATER,COLUMBUS,183,44
MONTANA,TREASURE,HYSHAM,2,2
NEBRASKA,CHEYENNE,SCOTTSBLUFF,0,0
NEBRASKA,CHEYENNE,SIDNEY,340,128
NEBRASKA,DODGE,FREMONT,1555,326
NEBRASKA,DODGE,OMAHA,2,0
NEBRASKA,DODGE,SCRIBNER,10,10
NEBRASKA,FRANKLIN,FRANKLIN,18,8
NEBRASKA,FRANKLIN,NB,0,0
NEBRASKA,GARFIELD,BURWELL,0,0
NEBRASKA,GARFIELD,NB,4,4
NEBRASKA,GREELEY,GREELEY,0,0
NEBRASKA,GREELEY,NB,0,0
NEBRASKA,HOLT,O'NEILL,38,37
NEBRASKA,HOLT,ONEILL,26,18
NEBRASKA,KIMBALL,KIMBALL,38,10
NEBRASKA,LINCOLN,NB,8,4
NEBRASKA,LINCOLN,NORTH PLATTE,2170,692
NEBRASKA,LOGAN,NB,0,0
NEBRASKA,LOGAN,STAPLETON,0,0
NEBRASKA,RICHARDSON,FALLS CITY,126,54
NEBRASKA,RICHARDSON,NB,0,0
NEBRASKA,ROCK,BASSETT,0,0
NEBRASKA,ROCK,NB,0,0
NEBRASKA,SCOTTS BLUFF,GERING,532,56
NEBRASKA,SCOTTS BLUFF,MINATARE,0,0
NEBRASKA,SCOTTS BLUFF,MITCHELL,62,4
NEBRASKA,SCOTTS BLUFF,NB,12,2
NEBRASKA,SCOTTS BLUFF,SCOTTSBLUFF,1423,473
NEBRASKA,THAYER,HEBRON,113,8
NEBRASKA,THOMAS,NB,0,0
NEBRASKA,THOMAS,THEDFORD,0,0
NEBRASKA,VALLEY,NB,0,0
NEBRASKA,VALLEY,ORD,66,6
NEVADA,STOREY,VIRGINIA CITY,233,117
NEW HAMPSHIRE,HILLSBOROUGH,AMHERST,274,116
NEW HAMPSHIRE,HILLSBOROUGH,ANTRIM,46,10
NEW HAMPSHIRE,HILLSBOROUGH,BEDFORD,722,264
NEW HAMPSHIRE,HILLSBOROUGH,BENNINGTON,34,4
NEW HAMPSHIRE,HILLSBOROUGH,BROOKLINE,40,14
NEW HAMPSHIRE,HILLSBOROUGH,DEERING,61,2
NEW HAMPSHIRE,HILLSBOROUGH,GOFFSTOWN,510,130
NEW HAMPSHIRE,HILLSBOROUGH,GREENFIELD,0,0
NEW HAMPSHIRE,HILLSBOROUGH,GREENVILLE,0,0
NEW HAMPSHIRE,HILLSBOROUGH,HANCOCK,22,2
NEW HAMPSHIRE,HILLSBOROUGH,HILLSBORO,197,32
NEW HAMPSHIRE,HILLSBOROUGH,HOLLIS,93,14
NEW HAMPSHIRE,HILLSBOROUGH,HUDSON,692,258
NEW HAMPSHIRE,HILLSBOROUGH,LITCHFIELD,72,16
NEW HAMPSHIRE,HILLSBOROUGH,LYNDEBOROUGH,32,4
NEW HAMPSHIRE,HILLSBOROUGH,MANCHESTER,7539,1630
NEW HAMPSHIRE,HILLSBOROUGH,MERRIMACK,382,40
NEW HAMPSHIRE,HILLSBOROUGH,MILFORD,323,28
NEW HAMPSHIRE,HILLSBOROUGH,MOUNT VERNON,29,5
NEW HAMPSHIRE,HILLSBOROUGH,NASHUA,2799,917
NEW HAMPSHIRE,HILLSBOROUGH,NEW BOSTON,56,16
NEW HAMPSHIRE,HILLSBOROUGH,NEW IPSWICH,74,8
NEW HAMPSHIRE,HILLSBOROUGH,PELHAM,236,18
NEW HAMPSHIRE,HILLSBOROUGH,PETERBOROUH,129,8
NEW HAMPSHIRE,HILLSBOROUGH,TEMPLE,0,0
NEW HAMPSHIRE,HILLSBOROUGH,WEARE,161,23
NEW HAMPSHIRE,HILLSBOROUGH,WILTON,66,6
NEW HAMPSHIRE,STRAFFORD,CTR. STRAFFORD,54,6
NEW HAMPSHIRE,STRAFFORD,DOVER,944,190
NEW HAMPSHIRE,STRAFFORD,DURHAM,186,24
NEW HAMPSHIRE,STRAFFORD,FARMINGTON,265,34
NEW HAMPSHIRE,STRAFFORD,LEE,90,20
NEW HAMPSHIRE,STRAFFORD,MIDDLETON,50,6
NEW HAMPSHIRE,STRAFFORD,MILTON,175,26
NEW HAMPSHIRE,STRAFFORD,NEW DURHAM,52,6
NEW HAMPSHIRE,STRAFFORD,ROCHESTER,2237,708
NEW HAMPSHIRE,STRAFFORD,ROLLINSFORD,66,16
NEW HAMPSHIRE,STRAFFORD,SOMERSWORTH,790,250
NEW JERSEY,BURLINGTON,BEVERLY,147,32
NEW JERSEY,BURLINGTON,BORDENTOWN,268,92
NEW JERSEY,BURLINGTON,BURLINGTON,1282,463
NEW JERSEY,BURLINGTON,CHESTERFIELD,50,8
NEW JERSEY,BURLINGTON,CINNAMINSON,660,266
NEW JERSEY,BURLINGTON,COLUMBUS,177,31
