PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
IL,14010,"Bloomington, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,13.8,0.737,1.03,42.31,"88,010",9.2,21.02,34.79,44.34,50.98,60.12,"43,730","72,370","92,230","106,030","125,040",,
IL,14010,"Bloomington, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,340,11.4,3.763,0.80,30.64,"63,730",3.3,17.55,25.11,32.43,37.14,40.19,"36,500","52,220","67,460","77,250","83,600",,
IL,16060,"Carbondale-Marion, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,0.4,0.880,1.23,32.35,"67,280",2.9,24.07,31.00,33.58,36.21,37.78,"50,060","64,470","69,840","75,310","78,590",,
IL,16060,"Carbondale-Marion, IL",33-3012,Correctional Officers and Jailers,detailed,240,0.0,4.526,1.47,23.46,"48,800",2.3,17.83,20.45,23.11,27.00,29.13,"37,080","42,540","48,070","56,160","60,580",,
IL,16060,"Carbondale-Marion, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,350,7.4,6.710,1.43,19.62,"40,810",4.8,9.41,11.56,19.66,26.70,29.80,"19,580","24,040","40,900","55,530","61,980",,
IL,16580,"Champaign-Urbana, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,120,12.6,1.217,1.70,43.79,"91,090",3.4,32.55,37.46,43.96,49.66,59.10,"67,710","77,930","91,430","103,300","122,930",,
IL,16580,"Champaign-Urbana, IL",33-3012,Correctional Officers and Jailers,detailed,160,10.0,1.630,0.53,20.73,"43,110",2.3,11.09,13.86,21.09,25.85,30.05,"23,070","28,830","43,870","53,780","62,510",,
IL,16580,"Champaign-Urbana, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,370,12.6,3.782,0.81,31.02,"64,530",2.7,18.10,25.98,31.88,37.25,42.28,"37,640","54,050","66,320","77,480","87,940",,
IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,"3,940",2.9,1.082,1.52,50.34,"104,710",3.6,35.55,43.41,52.29,59.27,63.59,"73,930","90,290","108,750","123,290","132,260",,
IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,"5,120",0.6,1.408,0.46,29.22,"60,790",5.6,19.98,25.34,29.78,34.92,38.27,"41,560","52,700","61,950","72,630","79,600",,
IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,"1,840",1.6,0.505,0.68,47.15,"98,070",8.4,29.03,35.46,45.17,61.23,68.66,"60,370","73,750","93,960","127,360","142,820",,
IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"21,580",2.0,5.932,1.27,37.31,"77,590",2.6,24.93,32.98,38.58,44.82,48.77,"51,860","68,600","80,250","93,220","101,440",,
IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-9021,Private Detectives and Investigators,detailed,800,33.9,0.220,1.08,20.48,"42,610",8.1,10.70,12.08,18.50,26.92,35.70,"22,260","25,130","38,480","55,990","74,250",,
IL,19180,"Danville, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,6.1,1.164,1.63,31.54,"65,610",3.0,23.30,25.25,30.29,36.42,44.60,"48,460","52,520","63,000","75,750","92,760",,
IL,19180,"Danville, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,250,15.9,9.532,2.03,23.78,"49,460",6.3,13.87,16.47,21.96,31.18,37.80,"28,840","34,260","45,680","64,840","78,630",,
IL,19500,"Decatur, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,2.5,0.966,1.35,44.41,"92,370",4.0,33.12,40.27,45.04,49.80,58.78,"68,890","83,770","93,680","103,590","122,270",,
IL,19500,"Decatur, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,210,6.1,4.378,0.93,31.96,"66,480",3.6,25.05,28.44,33.02,36.60,38.75,"52,100","59,160","68,680","76,130","80,590",,
IL,20994,"Elgin, IL Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,340,14.9,1.364,1.91,46.68,"97,090",2.5,33.51,38.84,46.93,56.17,61.70,"69,690","80,780","97,610","116,830","128,340",,
IL,20994,"Elgin, IL Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,150,11.0,0.588,0.19,34.35,"71,450",2.6,27.27,32.01,34.86,37.79,39.51,"56,720","66,580","72,500","78,590","82,170",,
IL,20994,"Elgin, IL Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,40,5.4,0.171,0.23,35.33,"73,490",2.4,22.99,31.74,36.15,41.12,46.07,"47,830","66,010","75,190","85,530","95,830",,
IL,20994,"Elgin, IL Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,250",13.1,5.068,1.08,36.48,"75,880",3.0,22.31,30.56,38.67,44.58,48.13,"46,400","63,560","80,430","92,730","100,110",,
IL,28100,"Kankakee, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,1.2,1.514,2.12,42.79,"88,990",3.1,23.04,36.90,44.61,51.01,59.00,"47,930","76,760","92,790","106,090","122,720",,
IL,28100,"Kankakee, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,270,1.1,6.535,1.39,29.87,"62,130",4.6,14.18,21.87,32.47,37.41,42.69,"29,500","45,500","67,550","77,810","88,800",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,250,9.7,0.613,0.86,49.29,"102,510",1.9,36.40,42.79,49.21,57.18,62.36,"75,700","89,010","102,350","118,940","129,700",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,170,6.4,0.417,0.14,31.51,"65,530",4.0,23.28,27.33,32.23,36.55,39.13,"48,420","56,840","67,040","76,020","81,390",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,90,5.7,0.214,0.29,35.41,"73,660",3.1,14.58,31.86,34.99,39.60,49.61,"30,320","66,270","72,770","82,370","103,190",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,300",5.7,3.241,0.69,35.47,"73,790",1.6,22.34,28.57,36.38,43.62,48.02,"46,460","59,430","75,680","90,730","99,890",,
IL,37900,"Peoria, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,160,13.7,0.934,1.31,42.52,"88,440",3.7,25.42,29.66,43.09,55.01,61.55,"52,870","61,700","89,620","114,420","128,020",,
IL,37900,"Peoria, IL",33-3012,Correctional Officers and Jailers,detailed,260,2.0,1.500,0.49,23.29,"48,450",2.3,17.76,20.37,23.09,27.29,29.13,"36,930","42,360","48,030","56,760","60,590",,
IL,37900,"Peoria, IL",33-3021,Detectives and Criminal Investigators,detailed,50,18.3,0.274,0.37,34.24,"71,220",4.8,19.03,27.50,34.97,39.33,48.88,"39,580","57,200","72,750","81,810","101,660",,
IL,37900,"Peoria, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,640,14.6,3.647,0.78,26.98,"56,120",5.8,14.21,17.53,25.23,36.30,44.16,"29,560","36,460","52,470","75,490","91,860",,
IL,40420,"Rockford, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,3.9,0.606,0.85,43.64,"90,780",3.3,27.98,39.91,44.98,50.35,57.97,"58,200","83,020","93,550","104,720","120,580",,
IL,40420,"Rockford, IL",33-3021,Detectives and Criminal Investigators,detailed,110,5.4,0.767,1.03,40.83,"84,920",3.6,24.89,35.04,42.69,47.37,50.33,"51,760","72,870","88,800","98,540","104,690",,
IL,40420,"Rockford, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,600,6.6,4.022,0.86,29.43,"61,220",3.1,16.77,22.89,30.49,36.01,39.38,"34,890","47,610","63,420","74,890","81,900",,
IL,44100,"Springfield, IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,140,21.7,1.340,1.88,51.27,"106,640",2.6,32.83,38.98,51.71,63.84,71.54,"68,280","81,080","107,560","132,780","148,790",,
IL,44100,"Springfield, IL",33-3021,Detectives and Criminal Investigators,detailed,160,11.3,1.493,2.00,41.74,"86,820",5.4,26.33,32.44,42.06,49.07,59.20,"54,770","67,480","87,490","102,060","123,140",,
IL,44100,"Springfield, IL",33-3051,Police and Sheriff's Patrol Officers,detailed,580,21.5,5.411,1.16,27.79,"57,800",5.8,15.52,19.30,28.08,35.33,39.05,"32,280","40,140","58,400","73,480","81,220",,
IN,14020,"Bloomington, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,2.0,0.841,1.18,33.99,"70,710",3.3,24.50,27.46,32.24,37.45,47.64,"50,960","57,110","67,070","77,900","99,090",,
IN,14020,"Bloomington, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,190,1.8,2.823,0.60,24.50,"50,960",2.7,19.23,21.40,25.36,28.44,30.00,"39,990","44,510","52,750","59,160","62,390",,
IN,18020,"Columbus, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,0.0,0.745,1.04,30.35,"63,130",3.3,25.65,27.10,29.54,32.70,36.63,"53,340","56,380","61,430","68,010","76,190",,
IN,18020,"Columbus, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,60,4.6,1.312,0.28,24.10,"50,130",8.7,19.57,20.77,22.75,25.45,34.49,"40,710","43,190","47,310","52,930","71,730",,
IN,21140,"Elkhart-Goshen, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,0.0,0.342,0.48,33.34,"69,340",3.2,27.17,31.54,34.12,36.99,38.45,"56,510","65,610","70,970","76,940","79,980",,
IN,21140,"Elkhart-Goshen, IN",33-3021,Detectives and Criminal Investigators,detailed,70,0.0,0.515,0.69,27.51,"57,230",2.3,20.49,22.31,26.25,32.90,36.75,"42,610","46,410","54,590","68,430","76,430",,
IN,21140,"Elkhart-Goshen, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,230,1.1,1.782,0.38,23.85,"49,620",1.9,17.11,20.46,23.46,27.77,32.03,"35,580","42,550","48,790","57,770","66,630",,
IN,21780,"Evansville, IN-KY",33-1012,First-Line Supervisors of Police and Detectives,detailed,80,1.1,0.509,0.71,33.25,"69,150",2.0,23.26,28.65,32.60,35.75,45.01,"48,390","59,590","67,800","74,350","93,620",,
IN,21780,"Evansville, IN-KY",33-3012,Correctional Officers and Jailers,detailed,110,0.0,0.699,0.23,17.41,"36,200",3.2,15.07,15.98,17.35,18.72,21.47,"31,350","33,240","36,090","38,940","44,650",,
IN,21780,"Evansville, IN-KY",33-3051,Police and Sheriff's Patrol Officers,detailed,**,**,**,**,24.22,"50,370",2.2,16.41,19.94,24.65,28.95,31.42,"34,120","41,470","51,260","60,210","65,340",,
IN,23060,"Fort Wayne, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,130,4.8,0.597,0.84,33.61,"69,920",2.3,22.74,28.38,33.25,36.73,45.38,"47,290","59,020","69,170","76,400","94,390",,
IN,23060,"Fort Wayne, IN",33-3012,Correctional Officers and Jailers,detailed,180,2.3,0.833,0.27,18.73,"38,960",3.2,15.29,16.69,19.00,21.82,23.55,"31,810","34,710","39,530","45,400","48,990",,
IN,23060,"Fort Wayne, IN",33-3021,Detectives and Criminal Investigators,detailed,70,1.8,0.311,0.42,29.90,"62,190",6.9,20.26,22.04,24.74,30.00,57.51,"42,150","45,850","51,470","62,400","119,630",,
IN,23060,"Fort Wayne, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,780,3.2,3.689,0.79,25.97,"54,020",3.7,20.05,23.61,26.34,29.02,30.83,"41,710","49,120","54,790","60,360","64,140",,
IN,23060,"Fort Wayne, IN",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,22.31,"46,400",7.8,12.89,15.97,21.87,27.04,32.47,"26,800","33,220","45,500","56,230","67,530",,
IN,23844,"Gary, IN Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,200,3.1,0.733,1.03,34.14,"71,010",3.0,22.98,26.94,31.92,36.01,49.16,"47,810","56,040","66,390","74,900","102,240",,
IN,23844,"Gary, IN Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,340,3.9,1.284,0.42,17.04,"35,440",3.1,12.47,15.04,16.77,18.34,21.95,"25,930","31,280","34,880","38,150","45,650",,
IN,23844,"Gary, IN Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,110,4.3,0.429,0.57,49.87,"103,740",6.1,23.70,30.73,54.62,64.95,71.12,"49,300","63,920","113,610","135,090","147,920",,
IN,23844,"Gary, IN Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,310",3.9,4.912,1.05,26.09,"54,260",3.0,19.82,21.78,25.05,30.00,35.65,"41,220","45,310","52,110","62,400","74,160",,
IN,26900,"Indianapolis-Carmel-Anderson, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,710,2.2,0.702,0.98,35.43,"73,700",2.5,25.02,31.00,34.26,39.00,47.02,"52,030","64,480","71,260","81,130","97,810",,
IN,26900,"Indianapolis-Carmel-Anderson, IN",33-3012,Correctional Officers and Jailers,detailed,"2,390",2.9,2.351,0.76,15.49,"32,220",1.8,13.53,13.54,14.28,17.12,19.45,"28,150","28,160","29,710","35,610","40,450",,
IN,26900,"Indianapolis-Carmel-Anderson, IN",33-3021,Detectives and Criminal Investigators,detailed,560,1.4,0.549,0.73,35.57,"73,980",6.0,19.77,28.34,33.94,38.22,59.50,"41,120","58,940","70,590","79,490","123,760",,
IN,26900,"Indianapolis-Carmel-Anderson, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,"3,560",2.8,3.510,0.75,27.61,"57,420",3.3,19.98,22.49,27.60,32.82,36.68,"41,570","46,770","57,420","68,260","76,280",,
IN,26900,"Indianapolis-Carmel-Anderson, IN",33-9021,Private Detectives and Investigators,detailed,40,25.9,0.041,0.20,16.97,"35,300",7.0,10.75,12.17,14.95,19.81,24.45,"22,360","25,320","31,100","41,200","50,860",,
IN,29020,"Kokomo, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,160,10.7,3.987,0.85,26.71,"55,560",5.4,20.03,24.47,27.50,29.80,31.28,"41,660","50,890","57,200","61,990","65,060",,
IN,29200,"Lafayette-West Lafayette, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,130,1.8,1.405,1.97,30.16,"62,740",2.9,25.40,27.10,29.65,33.25,36.60,"52,840","56,360","61,680","69,170","76,120",,
IN,29200,"Lafayette-West Lafayette, IN",33-3012,Correctional Officers and Jailers,detailed,80,31.9,0.867,0.28,16.89,"35,140",5.3,13.31,15.10,17.01,18.77,20.25,"27,690","31,410","35,380","39,030","42,130",,
IN,29200,"Lafayette-West Lafayette, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,260,4.6,2.893,0.62,24.56,"51,080",3.2,18.01,21.17,25.46,28.43,30.15,"37,450","44,030","52,960","59,140","62,710",,
IN,33140,"Michigan City-La Porte, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,**,**,**,**,30.47,"63,370",3.0,22.39,25.98,29.68,34.01,41.01,"46,570","54,030","61,730","70,740","85,300",,
IN,33140,"Michigan City-La Porte, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,200,26.8,4.961,1.06,26.13,"54,350",5.9,18.12,20.93,25.04,31.76,36.04,"37,700","43,540","52,090","66,060","74,970",,
IN,34620,"Muncie, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,180,4.0,4.016,0.86,21.81,"45,370",3.0,18.94,19.99,21.69,23.39,26.42,"39,390","41,570","45,110","48,660","54,960",,
IN,43780,"South Bend-Mishawaka, IN-MI",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,1.4,0.259,0.36,31.31,"65,120",1.8,22.73,25.74,30.13,34.50,43.57,"47,270","53,550","62,660","71,750","90,630",,
IN,43780,"South Bend-Mishawaka, IN-MI",33-3012,Correctional Officers and Jailers,detailed,90,7.6,0.667,0.22,16.46,"34,230",3.1,12.59,13.53,14.54,19.07,23.18,"26,180","28,150","30,250","39,680","48,210",,
IN,43780,"South Bend-Mishawaka, IN-MI",33-3051,Police and Sheriff's Patrol Officers,detailed,790,2.8,5.976,1.28,26.19,"54,460",3.8,19.23,21.30,25.31,31.19,35.60,"40,000","44,310","52,640","64,870","74,050",,
IN,45460,"Terre Haute, IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,0.9,0.838,1.17,32.85,"68,330",2.5,21.03,23.69,33.25,39.47,46.36,"43,750","49,280","69,170","82,100","96,420",,
IN,45460,"Terre Haute, IN",33-3012,Correctional Officers and Jailers,detailed,900,0.7,13.590,4.42,19.10,"39,720",3.0,13.53,13.81,17.49,24.37,28.42,"28,150","28,720","36,370","50,690","59,100",,
IN,45460,"Terre Haute, IN",33-3021,Detectives and Criminal Investigators,detailed,30,1.5,0.524,0.70,26.74,"55,610",3.4,20.57,24.27,26.65,29.05,30.62,"42,780","50,480","55,440","60,420","63,700",,
IN,45460,"Terre Haute, IN",33-3051,Police and Sheriff's Patrol Officers,detailed,270,5.8,4.125,0.88,18.78,"39,060",2.3,12.69,15.95,18.59,22.17,24.52,"26,400","33,170","38,670","46,120","51,010",,
KS,29940,"Lawrence, KS",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,11.7,1.281,1.79,36.76,"76,470",6.6,23.48,27.91,36.15,44.79,51.99,"48,840","58,060","75,200","93,160","108,140",,
KS,29940,"Lawrence, KS",33-3051,Police and Sheriff's Patrol Officers,detailed,200,12.7,3.968,0.85,25.65,"53,340",4.1,17.27,20.93,24.63,31.67,35.80,"35,910","43,540","51,240","65,870","74,450",,
KS,31740,"Manhattan, KS",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,11.3,1.362,1.91,31.41,"65,330",10.1,20.21,22.61,29.42,38.97,48.40,"42,040","47,030","61,200","81,060","100,670",,
KS,31740,"Manhattan, KS",33-3051,Police and Sheriff's Patrol Officers,detailed,130,7.0,3.490,0.75,22.74,"47,300",6.8,13.36,17.57,23.23,27.77,31.11,"27,800","36,550","48,320","57,760","64,700",,
KS,45820,"Topeka, KS",33-1012,First-Line Supervisors of Police and Detectives,detailed,190,8.8,1.773,2.48,32.20,"66,980",5.5,17.64,24.19,32.07,39.11,46.51,"36,700","50,310","66,710","81,340","96,730",,
KS,45820,"Topeka, KS",33-3012,Correctional Officers and Jailers,detailed,510,0.5,4.616,1.50,15.60,"32,450",2.1,13.24,13.89,14.95,16.60,19.08,"27,540","28,890","31,100","34,530","39,680",,
KS,45820,"Topeka, KS",33-3021,Detectives and Criminal Investigators,detailed,200,1.2,1.829,2.45,24.94,"51,870",6.2,16.56,18.62,22.08,30.31,36.43,"34,450","38,730","45,920","63,040","75,780",,
KS,45820,"Topeka, KS",33-3051,Police and Sheriff's Patrol Officers,detailed,590,4.1,5.370,1.15,21.07,"43,820",3.6,13.20,16.32,20.39,25.63,30.08,"27,450","33,950","42,420","53,300","62,570",,
KS,48620,"Wichita, KS",33-1012,First-Line Supervisors of Police and Detectives,detailed,370,6.4,1.259,1.76,31.43,"65,380",3.0,20.50,24.05,30.50,37.14,42.07,"42,650","50,020","63,440","77,250","87,500",,
KS,48620,"Wichita, KS",33-3012,Correctional Officers and Jailers,detailed,680,7.7,2.276,0.74,16.60,"34,540",2.8,13.88,14.29,15.69,18.20,21.59,"28,870","29,720","32,630","37,860","44,900",,
KS,48620,"Wichita, KS",33-3021,Detectives and Criminal Investigators,detailed,230,1.5,0.767,1.03,33.39,"69,460",4.0,21.42,25.03,33.16,38.54,48.36,"44,550","52,060","68,960","80,160","100,600",,
KS,48620,"Wichita, KS",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,270",2.8,4.291,0.92,21.93,"45,610",4.1,15.69,17.82,21.74,26.10,29.63,"32,630","37,060","45,210","54,290","61,630",,
KY,14540,"Bowling Green, KY",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,14.8,0.956,1.34,27.73,"57,680",4.9,17.30,23.02,27.22,30.35,36.52,"35,990","47,870","56,610","63,120","75,960",,
KY,14540,"Bowling Green, KY",33-3051,Police and Sheriff's Patrol Officers,detailed,250,18.9,3.458,0.74,19.09,"39,700",3.5,12.77,16.02,19.93,22.65,24.29,"26,570","33,320","41,440","47,110","50,520",,
KY,21060,"Elizabethtown-Fort Knox, KY",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,30.4,1.759,2.47,33.51,"69,690",4.7,21.76,25.10,30.83,39.42,47.86,"45,260","52,200","64,120","81,990","99,540",,
KY,21060,"Elizabethtown-Fort Knox, KY",33-3021,Detectives and Criminal Investigators,detailed,**,**,**,**,25.20,"52,420",4.3,11.38,18.13,24.07,33.60,36.69,"23,660","37,720","50,050","69,880","76,310",,
KY,21060,"Elizabethtown-Fort Knox, KY",33-3051,Police and Sheriff's Patrol Officers,detailed,380,20.9,7.186,1.53,22.10,"45,970",5.2,14.46,16.54,19.85,24.15,37.27,"30,080","34,410","41,290","50,230","77,520",,
KY,30460,"Lexington-Fayette, KY",33-1012,First-Line Supervisors of Police and Detectives,detailed,240,10.1,0.896,1.26,34.54,"71,840",2.8,24.43,27.02,31.44,40.03,48.37,"50,820","56,190","65,400","83,250","100,620",,
KY,30460,"Lexington-Fayette, KY",33-3012,Correctional Officers and Jailers,detailed,740,7.5,2.738,0.89,19.14,"39,800",7.4,12.06,15.39,18.60,23.73,27.58,"25,090","32,000","38,690","49,370","57,370",,
KY,30460,"Lexington-Fayette, KY",33-3021,Detectives and Criminal Investigators,detailed,70,7.8,0.246,0.33,44.66,"92,900",10.2,19.11,31.03,48.72,58.01,61.41,"39,740","64,540","101,340","120,650","127,740",,
KY,30460,"Lexington-Fayette, KY",33-3051,Police and Sheriff's Patrol Officers,detailed,980,4.6,3.636,0.78,22.12,"46,000",3.6,16.05,18.71,22.17,26.03,29.23,"33,380","38,910","46,110","54,130","60,790",,
KY,31140,"Louisville/Jefferson County, KY-IN",33-1012,First-Line Supervisors of Police and Detectives,detailed,460,2.6,0.714,1.00,34.92,"72,620",3.6,22.63,27.97,33.85,39.44,49.11,"47,080","58,170","70,400","82,030","102,160",,
KY,31140,"Louisville/Jefferson County, KY-IN",33-3012,Correctional Officers and Jailers,detailed,"1,680",5.1,2.604,0.85,16.78,"34,890",3.6,12.60,13.73,16.07,19.86,23.09,"26,210","28,560","33,420","41,310","48,020",,
KY,31140,"Louisville/Jefferson County, KY-IN",33-3021,Detectives and Criminal Investigators,detailed,170,5.9,0.262,0.35,37.59,"78,190",2.7,19.73,22.40,29.50,57.51,62.59,"41,030","46,590","61,350","119,620","130,190",,
