PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
FL,42700,"Sebring, FL",33-3051,Police and Sheriff's Patrol Officers,detailed,170,15.2,6.723,1.44,22.19,"46,150",3.6,16.35,18.63,21.97,25.69,29.21,"34,010","38,750","45,690","53,430","60,760",,
FL,45220,"Tallahassee, FL",33-1012,First-Line Supervisors of Police and Detectives,detailed,210,1.0,1.306,1.83,39.95,"83,100",2.3,27.00,31.56,39.88,47.07,54.31,"56,150","65,650","82,940","97,900","112,970",,
FL,45220,"Tallahassee, FL",33-3012,Correctional Officers and Jailers,detailed,"1,440",10.2,8.771,2.85,18.18,"37,820",2.5,14.85,15.93,17.43,18.92,24.46,"30,890","33,140","36,250","39,360","50,880",,
FL,45220,"Tallahassee, FL",33-3021,Detectives and Criminal Investigators,detailed,360,0.0,2.185,2.92,30.00,"62,400",1.6,20.02,22.47,27.70,35.19,44.09,"41,650","46,740","57,610","73,180","91,710",,
FL,45220,"Tallahassee, FL",33-3051,Police and Sheriff's Patrol Officers,detailed,920,3.9,5.606,1.20,25.49,"53,010",3.5,16.04,18.81,24.00,32.16,37.84,"33,360","39,120","49,920","66,900","78,710",,
FL,45220,"Tallahassee, FL",33-9021,Private Detectives and Investigators,detailed,100,11.7,0.584,2.88,18.98,"39,490",4.5,15.09,16.23,18.10,21.65,25.51,"31,380","33,750","37,640","45,020","53,050",,
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",33-1012,First-Line Supervisors of Police and Detectives,detailed,390,14.8,0.311,0.44,45.13,"93,860",2.6,29.67,36.36,44.14,52.27,65.97,"61,710","75,630","91,810","108,710","137,210",,
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",33-3012,Correctional Officers and Jailers,detailed,"2,560",0.3,2.024,0.66,25.21,"52,440",4.2,15.68,18.76,24.71,30.77,37.05,"32,620","39,030","51,400","64,000","77,070",,
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",33-3021,Detectives and Criminal Investigators,detailed,990,0.9,0.784,1.05,36.47,"75,850",7.3,20.75,24.38,33.14,45.52,60.90,"43,160","50,710","68,940","94,690","126,660",,
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",33-3051,Police and Sheriff's Patrol Officers,detailed,"5,120",21.0,4.044,0.86,27.13,"56,430",2.1,19.37,21.72,26.15,32.45,37.50,"40,290","45,180","54,400","67,490","78,000",,
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,24.10,"50,120",10.2,15.39,17.79,25.59,29.23,32.49,"32,010","37,000","53,230","60,800","67,590",,
FL,45540,"The Villages, FL",33-3012,Correctional Officers and Jailers,detailed,"1,040",0.0,41.388,13.46,22.15,"46,070",2.8,16.07,18.20,20.79,26.99,29.12,"33,420","37,860","43,240","56,150","60,580",,
FL,45540,"The Villages, FL",33-3021,Detectives and Criminal Investigators,detailed,30,9.3,1.244,1.66,21.77,"45,290",2.6,16.75,18.66,21.50,24.49,28.54,"34,840","38,810","44,730","50,930","59,370",,
FL,45540,"The Villages, FL",33-3051,Police and Sheriff's Patrol Officers,detailed,170,15.9,6.632,1.42,20.44,"42,510",2.3,16.26,17.57,19.80,22.83,24.85,"33,830","36,550","41,180","47,490","51,690",,
FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,300,4.4,0.502,0.70,51.89,"107,920",3.4,31.05,42.40,53.56,61.09,72.65,"64,580","88,180","111,400","127,060","151,120",,
FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,"1,560",17.1,2.652,0.86,25.03,"52,050",12.5,11.32,15.46,23.56,34.47,43.05,"23,530","32,160","49,010","71,710","89,550",,
FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,480,0.3,0.812,1.09,41.86,"87,070",5.0,25.66,34.12,41.26,48.60,60.89,"53,360","70,960","85,830","101,090","126,650",,
FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"2,850",5.3,4.838,1.03,33.42,"69,520",2.3,22.49,26.66,33.09,40.66,46.65,"46,770","55,460","68,830","84,570","97,040",,
FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",33-9021,Private Detectives and Investigators,detailed,190,35.0,0.315,1.55,20.86,"43,380",23.8,10.20,11.31,17.93,27.19,35.72,"21,210","23,530","37,300","56,550","74,300",,
GA,10500,"Albany, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,1.6,1.788,2.50,27.94,"58,110",2.0,20.53,22.15,25.07,31.42,39.29,"42,700","46,080","52,140","65,350","81,730",,
GA,10500,"Albany, GA",33-3012,Correctional Officers and Jailers,detailed,350,4.1,6.019,1.96,13.77,"28,640",2.1,10.53,12.24,13.75,15.15,17.39,"21,890","25,450","28,590","31,510","36,180",,
GA,10500,"Albany, GA",33-3021,Detectives and Criminal Investigators,detailed,60,6.7,1.077,1.44,24.71,"51,400",3.4,12.54,15.93,20.18,27.43,45.53,"26,080","33,130","41,970","57,060","94,700",,
GA,10500,"Albany, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,490,2.0,8.480,1.81,16.92,"35,200",1.7,12.58,14.54,16.81,18.90,22.33,"26,170","30,240","34,960","39,320","46,450",,
GA,12020,"Athens-Clarke County, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,3.7,0.633,0.89,34.42,"71,580",2.2,25.47,29.16,33.65,37.78,46.99,"52,980","60,650","69,980","78,580","97,740",,
GA,12020,"Athens-Clarke County, GA",33-3012,Correctional Officers and Jailers,detailed,100,0.0,1.248,0.41,14.16,"29,460",2.1,10.07,10.85,12.46,17.44,20.29,"20,940","22,570","25,910","36,280","42,210",,
GA,12020,"Athens-Clarke County, GA",33-3021,Detectives and Criminal Investigators,detailed,60,10.1,0.689,0.92,23.10,"48,060",6.0,15.17,16.82,19.64,24.40,44.03,"31,550","34,990","40,840","50,760","91,580",,
GA,12020,"Athens-Clarke County, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,530,5.1,6.402,1.37,20.01,"41,620",3.1,14.84,16.91,19.85,23.02,26.49,"30,880","35,180","41,280","47,880","55,090",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,"1,960",2.1,0.768,1.08,33.87,"70,440",1.4,21.63,25.90,31.99,38.33,48.53,"44,990","53,880","66,530","79,720","100,940",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-3012,Correctional Officers and Jailers,detailed,"4,120",6.7,1.612,0.52,17.16,"35,690",2.0,12.55,14.40,16.58,18.65,23.58,"26,110","29,940","34,480","38,790","49,040",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-3021,Detectives and Criminal Investigators,detailed,"1,680",1.3,0.657,0.88,32.50,"67,600",1.6,17.39,20.42,24.23,43.44,63.68,"36,160","42,470","50,400","90,350","132,460",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-3031,Fish and Game Wardens,detailed,80,0.0,0.030,0.64,21.29,"44,270",1.3,13.55,16.05,20.45,24.40,30.05,"28,180","33,390","42,530","50,750","62,500",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,"12,840",0.9,5.027,1.07,21.47,"44,670",1.3,15.85,18.15,21.31,24.09,28.51,"32,960","37,760","44,320","50,120","59,310",,
GA,12060,"Atlanta-Sandy Springs-Roswell, GA",33-9021,Private Detectives and Investigators,detailed,770,38.7,0.301,1.48,22.01,"45,780",7.4,13.64,16.00,19.34,26.27,35.32,"28,370","33,280","40,220","54,640","73,460",,
GA,12260,"Augusta-Richmond County, GA-SC",33-1012,First-Line Supervisors of Police and Detectives,detailed,200,29.3,0.916,1.28,27.05,"56,270",2.6,18.50,21.56,26.25,30.85,37.40,"38,480","44,850","54,590","64,170","77,780",,
GA,12260,"Augusta-Richmond County, GA-SC",33-3012,Correctional Officers and Jailers,detailed,960,12.0,4.486,1.46,16.62,"34,570",4.0,12.04,13.35,15.51,18.37,24.38,"25,040","27,770","32,270","38,210","50,710",,
GA,12260,"Augusta-Richmond County, GA-SC",33-3021,Detectives and Criminal Investigators,detailed,120,30.8,0.581,0.78,32.63,"67,860",3.1,17.49,20.31,26.68,42.10,60.90,"36,370","42,240","55,500","87,580","126,660",,
GA,12260,"Augusta-Richmond County, GA-SC",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,330",14.0,6.234,1.33,17.79,"37,000",3.4,12.77,13.91,16.25,21.17,24.70,"26,560","28,930","33,800","44,020","51,380",,
GA,12260,"Augusta-Richmond County, GA-SC",33-9021,Private Detectives and Investigators,detailed,50,5.7,0.257,1.26,23.84,"49,580",2.3,17.71,20.26,23.38,27.61,30.53,"36,840","42,130","48,630","57,430","63,500",,
GA,15260,"Brunswick, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,0.0,1.722,2.41,46.15,"95,990",2.7,24.35,28.81,38.58,67.96,73.36,"50,640","59,930","80,250","141,370","152,600",,
GA,15260,"Brunswick, GA",33-3012,Correctional Officers and Jailers,detailed,160,0.0,3.963,1.29,14.49,"30,130",2.7,11.38,12.80,13.99,15.18,18.57,"23,670","26,630","29,100","31,580","38,620",,
GA,15260,"Brunswick, GA",33-3021,Detectives and Criminal Investigators,detailed,140,0.0,3.525,4.72,58.56,"121,800",3.5,48.36,57.51,60.89,64.29,71.96,"100,590","119,620","126,660","133,720","149,680",,
GA,15260,"Brunswick, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,320,0.0,8.160,1.74,20.22,"42,060",2.0,14.17,16.15,18.27,22.86,29.48,"29,480","33,600","38,000","47,540","61,310",,
GA,17980,"Columbus, GA-AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,210,0.0,1.854,2.60,31.69,"65,920",2.4,24.67,27.05,30.11,35.38,39.65,"51,320","56,270","62,640","73,590","82,470",,
GA,17980,"Columbus, GA-AL",33-3012,Correctional Officers and Jailers,detailed,520,0.0,4.593,1.49,15.12,"31,450",2.1,10.92,12.81,14.66,17.63,19.46,"22,720","26,650","30,500","36,660","40,470",,
GA,17980,"Columbus, GA-AL",33-3021,Detectives and Criminal Investigators,detailed,50,0.0,0.487,0.65,35.62,"74,080",2.3,17.01,19.34,24.91,59.20,62.60,"35,370","40,220","51,810","123,140","130,200",,
GA,17980,"Columbus, GA-AL",33-3051,Police and Sheriff's Patrol Officers,detailed,800,1.7,7.150,1.53,18.38,"38,220",2.5,12.43,16.02,18.65,21.79,23.93,"25,860","33,330","38,790","45,330","49,780",,
GA,19140,"Dalton, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,1.4,0.640,0.90,26.12,"54,330",2.5,17.31,20.14,24.55,29.45,37.11,"36,010","41,900","51,060","61,260","77,200",,
GA,19140,"Dalton, GA",33-3012,Correctional Officers and Jailers,detailed,80,32.3,1.171,0.38,13.24,"27,540",5.0,10.02,11.25,12.98,14.39,16.51,"20,840","23,400","27,010","29,930","34,350",,
GA,19140,"Dalton, GA",33-3021,Detectives and Criminal Investigators,detailed,40,23.8,0.530,0.71,24.21,"50,350",3.8,16.06,17.47,20.19,23.40,55.82,"33,400","36,330","41,990","48,660","116,110",,
GA,19140,"Dalton, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,320,14.0,4.717,1.01,18.37,"38,200",3.4,12.89,15.16,18.07,21.75,24.32,"26,820","31,530","37,580","45,250","50,590",,
GA,23580,"Gainesville, GA",33-3012,Correctional Officers and Jailers,detailed,160,2.0,1.937,0.63,15.93,"33,130",4.8,12.61,14.31,16.41,17.95,18.89,"26,240","29,760","34,130","37,340","39,280",,
GA,23580,"Gainesville, GA",33-3021,Detectives and Criminal Investigators,detailed,50,3.0,0.653,0.87,23.95,"49,820",4.5,16.68,19.57,22.16,25.25,30.17,"34,690","40,710","46,100","52,510","62,750",,
GA,23580,"Gainesville, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,300,4.8,3.648,0.78,20.15,"41,910",2.2,15.95,17.14,19.18,22.97,26.48,"33,180","35,650","39,890","47,770","55,090",,
GA,25980,"Hinesville, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.1,2.169,3.04,30.71,"63,880",2.5,22.02,24.87,28.21,34.93,47.14,"45,810","51,720","58,670","72,650","98,060",,
GA,25980,"Hinesville, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,180,18.2,10.891,2.33,20.16,"41,940",2.1,15.36,17.26,19.83,22.71,25.30,"31,940","35,890","41,250","47,230","52,620",,
GA,31420,"Macon, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,6.0,0.666,0.93,33.78,"70,260",5.1,22.03,25.16,29.56,36.80,62.59,"45,830","52,330","61,490","76,540","130,190",,
GA,31420,"Macon, GA",33-3012,Correctional Officers and Jailers,detailed,560,4.1,5.722,1.86,14.35,"29,840",2.3,10.89,12.45,14.24,16.58,18.25,"22,660","25,890","29,610","34,490","37,960",,
GA,31420,"Macon, GA",33-3021,Detectives and Criminal Investigators,detailed,140,2.6,1.380,1.85,28.14,"58,540",4.9,17.54,20.26,23.12,29.73,54.06,"36,490","42,150","48,090","61,850","112,430",,
GA,31420,"Macon, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,640,3.8,6.512,1.39,17.53,"36,460",2.7,13.10,15.59,17.37,19.26,22.78,"27,260","32,430","36,130","40,060","47,380",,
GA,40660,"Rome, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,0.0,0.911,1.28,30.36,"63,160",2.2,22.10,25.49,28.60,33.50,42.98,"45,970","53,030","59,490","69,690","89,390",,
GA,40660,"Rome, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,410,0.0,11.193,2.39,17.18,"35,730",2.0,12.95,14.54,16.82,18.98,22.86,"26,930","30,240","34,980","39,470","47,550",,
GA,42340,"Savannah, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,140,2.4,0.856,1.20,36.94,"76,830",1.7,24.58,30.34,35.09,40.03,52.77,"51,120","63,100","72,990","83,250","109,770",,
GA,42340,"Savannah, GA",33-3012,Correctional Officers and Jailers,detailed,490,0.2,2.932,0.95,15.57,"32,390",2.6,12.55,13.93,15.86,17.58,18.62,"26,110","28,970","32,990","36,580","38,730",,
GA,42340,"Savannah, GA",33-3021,Detectives and Criminal Investigators,detailed,110,0.7,0.671,0.90,37.07,"77,110",3.4,18.01,21.70,30.41,55.82,60.90,"37,460","45,140","63,250","116,110","126,670",,
GA,42340,"Savannah, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,170",2.0,7.091,1.51,19.63,"40,840",1.7,14.87,16.47,18.75,22.97,27.48,"30,930","34,260","39,000","47,780","57,160",,
GA,46660,"Valdosta, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,36.5,1.299,1.82,25.97,"54,030",3.3,16.79,19.78,25.19,30.79,36.83,"34,910","41,140","52,400","64,030","76,600",,
GA,46660,"Valdosta, GA",33-3012,Correctional Officers and Jailers,detailed,430,0.5,8.128,2.64,15.12,"31,450",2.7,12.31,13.31,15.00,17.18,18.50,"25,600","27,690","31,190","35,730","38,490",,
GA,46660,"Valdosta, GA",33-3021,Detectives and Criminal Investigators,detailed,70,16.8,1.339,1.79,18.61,"38,710",2.4,14.58,16.02,18.05,20.92,23.54,"30,330","33,320","37,550","43,500","48,960",,
GA,46660,"Valdosta, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,310,18.2,5.945,1.27,16.48,"34,290",2.5,12.08,13.49,15.95,18.83,22.68,"25,140","28,070","33,180","39,160","47,180",,
GA,47580,"Warner Robins, GA",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,4.9,0.940,1.32,27.75,"57,730",2.6,19.06,21.32,25.89,31.29,38.41,"39,630","44,340","53,840","65,080","79,890",,
GA,47580,"Warner Robins, GA",33-3012,Correctional Officers and Jailers,detailed,360,0.0,5.282,1.72,15.39,"32,020",2.0,12.16,13.28,15.17,17.67,19.08,"25,290","27,630","31,550","36,740","39,680",,
GA,47580,"Warner Robins, GA",33-3021,Detectives and Criminal Investigators,detailed,50,1.5,0.682,0.91,23.71,"49,320",3.3,12.88,17.82,21.88,27.81,37.03,"26,790","37,070","45,520","57,850","77,020",,
GA,47580,"Warner Robins, GA",33-3051,Police and Sheriff's Patrol Officers,detailed,340,1.7,4.994,1.07,19.94,"41,460",2.1,15.60,17.00,18.97,22.78,26.79,"32,440","35,370","39,450","47,380","55,720",,
HI,27980,"Kahului-Wailuku-Lahaina, HI",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.528,0.71,44.78,"93,130",3.9,32.54,40.28,44.19,48.10,64.30,"67,680","83,780","91,920","100,050","133,750",,
HI,27980,"Kahului-Wailuku-Lahaina, HI",33-3051,Police and Sheriff's Patrol Officers,detailed,300,0.0,4.068,0.87,30.28,"62,970",3.0,25.16,26.58,29.57,34.19,37.63,"52,320","55,290","61,500","71,110","78,260",,
HI,46520,"Urban Honolulu, HI",33-3021,Detectives and Criminal Investigators,detailed,360,0.0,0.778,1.04,50.56,"105,170",2.5,39.65,43.17,48.97,58.76,63.93,"82,460","89,800","101,860","122,220","132,980",,
HI,46520,"Urban Honolulu, HI",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,850",0.0,4.002,0.85,34.58,"71,930",3.0,24.95,31.23,34.84,38.64,44.88,"51,900","64,950","72,470","80,370","93,350",,
HI,46520,"Urban Honolulu, HI",33-9021,Private Detectives and Investigators,detailed,70,11.3,0.149,0.73,25.01,"52,020",4.8,14.56,18.72,24.99,31.09,36.28,"30,280","38,930","51,980","64,660","75,460",,
IA,11180,"Ames, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,34.8,1.243,1.74,35.58,"74,020",2.7,26.12,30.37,35.32,40.26,47.62,"54,330","63,160","73,450","83,750","99,040",,
IA,11180,"Ames, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,**,**,**,**,29.40,"61,140",4.4,21.22,24.28,29.27,35.16,38.70,"44,150","50,510","60,870","73,140","80,500",,
IA,16300,"Cedar Rapids, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,44.8,0.345,0.48,*,*,*,*,*,*,*,*,*,*,*,*,*,,
IA,16300,"Cedar Rapids, IA",33-3012,Correctional Officers and Jailers,detailed,240,0.0,1.655,0.54,24.74,"51,470",3.5,19.98,21.98,25.06,28.01,29.83,"41,560","45,710","52,130","58,250","62,050",,
IA,16300,"Cedar Rapids, IA",33-3021,Detectives and Criminal Investigators,detailed,60,16.6,0.394,0.53,43.16,"89,770",5.5,22.85,28.19,46.41,56.18,62.59,"47,530","58,640","96,530","116,850","130,190",,
IA,16300,"Cedar Rapids, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,**,**,**,**,28.47,"59,210",3.3,20.39,23.85,28.55,34.05,37.98,"42,410","49,610","59,380","70,820","78,990",,
IA,19340,"Davenport-Moline-Rock Island, IA-IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,180,10.9,0.997,1.40,37.48,"77,960",2.3,24.76,28.79,36.04,45.17,54.67,"51,500","59,890","74,970","93,950","113,710",,
IA,19340,"Davenport-Moline-Rock Island, IA-IL",33-3012,Correctional Officers and Jailers,detailed,470,9.6,2.621,0.85,28.52,"59,320",2.8,18.87,24.08,28.15,32.79,38.92,"39,250","50,090","58,560","68,200","80,950",,
IA,19340,"Davenport-Moline-Rock Island, IA-IL",33-3021,Detectives and Criminal Investigators,detailed,70,9.7,0.380,0.51,38.36,"79,790",2.1,25.68,28.56,35.62,46.98,59.24,"53,400","59,400","74,090","97,720","123,230",,
IA,19340,"Davenport-Moline-Rock Island, IA-IL",33-3051,Police and Sheriff's Patrol Officers,detailed,820,6.2,4.557,0.97,25.45,"52,930",1.9,16.21,20.28,26.03,30.15,35.58,"33,720","42,180","54,150","62,710","74,000",,
IA,19340,"Davenport-Moline-Rock Island, IA-IL",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,25.18,"52,370",11.7,8.95,24.93,27.23,29.53,30.91,"18,610","51,840","56,630","61,410","64,280",,
IA,19780,"Des Moines-West Des Moines, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,170,4.9,0.468,0.66,41.36,"86,020",2.3,27.31,34.45,41.66,48.67,57.57,"56,800","71,650","86,660","101,240","119,740",,
IA,19780,"Des Moines-West Des Moines, IA",33-3012,Correctional Officers and Jailers,detailed,380,7.1,1.079,0.35,24.58,"51,140",2.8,19.78,21.87,25.19,28.05,29.76,"41,130","45,490","52,400","58,340","61,900",,
IA,19780,"Des Moines-West Des Moines, IA",33-3021,Detectives and Criminal Investigators,detailed,180,0.0,0.508,0.68,37.72,"78,470",2.1,25.76,29.19,34.59,42.79,59.21,"53,580","60,710","71,960","89,000","123,150",,
IA,19780,"Des Moines-West Des Moines, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,970,2.6,2.742,0.59,31.04,"64,570",2.2,22.18,26.65,31.59,36.31,39.08,"46,140","55,420","65,700","75,520","81,290",,
IA,20220,"Dubuque, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,20.4,0.646,0.91,40.18,"83,570",3.7,27.15,34.64,41.19,46.42,49.57,"56,480","72,050","85,670","96,560","103,100",,
IA,20220,"Dubuque, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,130,15.0,2.298,0.49,28.49,"59,250",3.0,22.88,25.87,28.24,30.62,36.46,"47,590","53,800","58,740","63,680","75,830",,
IA,26980,"Iowa City, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,17.3,0.492,0.69,35.95,"74,770",5.0,25.15,28.18,34.70,44.07,49.50,"52,310","58,620","72,170","91,660","102,950",,
IA,26980,"Iowa City, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,280,10.8,3.042,0.65,28.76,"59,820",3.3,20.47,23.55,28.78,34.45,37.82,"42,590","48,980","59,870","71,660","78,670",,
IA,43580,"Sioux City, IA-NE-SD",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,12.9,0.756,1.06,38.43,"79,940",2.2,26.95,30.86,36.36,43.04,51.45,"56,050","64,190","75,620","89,520","107,020",,
IA,43580,"Sioux City, IA-NE-SD",33-3012,Correctional Officers and Jailers,detailed,**,**,**,**,18.59,"38,680",4.5,13.52,15.57,17.83,21.56,25.16,"28,110","32,380","37,090","44,850","52,330",,
IA,43580,"Sioux City, IA-NE-SD",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.490,0.66,36.60,"76,120",2.2,20.42,22.64,29.46,48.37,62.59,"42,470","47,090","61,280","100,610","130,190",,
IA,43580,"Sioux City, IA-NE-SD",33-3051,Police and Sheriff's Patrol Officers,detailed,290,15.8,3.411,0.73,26.87,"55,890",6.8,16.79,20.25,26.56,34.01,38.15,"34,930","42,130","55,240","70,750","79,340",,
IA,47940,"Waterloo-Cedar Falls, IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,19.4,0.765,1.07,34.07,"70,870",2.5,25.86,28.48,33.52,38.49,44.97,"53,780","59,240","69,720","80,050","93,540",,
IA,47940,"Waterloo-Cedar Falls, IA",33-3051,Police and Sheriff's Patrol Officers,detailed,300,10.8,3.423,0.73,25.32,"52,670",3.3,18.16,20.97,25.06,29.23,33.13,"37,780","43,610","52,120","60,800","68,920",,
ID,14260,"Boise City, ID",33-1012,First-Line Supervisors of Police and Detectives,detailed,180,8.7,0.616,0.86,42.93,"89,290",2.1,29.03,35.37,43.14,49.69,58.91,"60,390","73,570","89,730","103,350","122,540",,
ID,14260,"Boise City, ID",33-3012,Correctional Officers and Jailers,detailed,"1,100",0.0,3.708,1.21,16.09,"33,480",2.6,13.93,14.70,15.54,17.21,19.38,"28,980","30,570","32,330","35,800","40,310",,
ID,14260,"Boise City, ID",33-3021,Detectives and Criminal Investigators,detailed,180,3.4,0.596,0.80,35.81,"74,480",8.4,18.97,24.36,31.42,50.08,60.90,"39,460","50,670","65,360","104,160","126,670",,
ID,14260,"Boise City, ID",33-3051,Police and Sheriff's Patrol Officers,detailed,880,5.9,2.981,0.64,26.53,"55,190",2.8,16.68,19.86,27.15,33.77,36.91,"34,690","41,310","56,480","70,230","76,780",,
ID,14260,"Boise City, ID",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,22.56,"46,920",6.3,15.32,19.07,22.96,27.26,29.98,"31,870","39,660","47,770","56,700","62,370",,
ID,17660,"Coeur d'Alene, ID",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,10.6,1.659,2.32,38.00,"79,050",2.6,31.01,33.41,36.90,42.13,48.59,"64,510","69,490","76,750","87,620","101,060",,
ID,17660,"Coeur d'Alene, ID",33-3021,Detectives and Criminal Investigators,detailed,40,1.3,0.673,0.90,29.31,"60,970",3.0,17.33,21.21,29.08,33.51,39.10,"36,050","44,120","60,480","69,700","81,340",,
ID,17660,"Coeur d'Alene, ID",33-3051,Police and Sheriff's Patrol Officers,detailed,300,7.4,5.137,1.10,25.58,"53,200",2.5,19.21,21.75,25.64,29.38,32.66,"39,950","45,240","53,320","61,110","67,930",,
ID,26820,"Idaho Falls, ID",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.8,0.648,0.91,35.98,"74,850",3.9,26.37,29.74,35.24,41.03,47.19,"54,850","61,860","73,300","85,340","98,150",,
ID,26820,"Idaho Falls, ID",33-3012,Correctional Officers and Jailers,detailed,80,5.9,1.351,0.44,19.86,"41,320",4.5,15.22,17.72,20.66,22.74,23.89,"31,670","36,870","42,960","47,290","49,690",,
ID,26820,"Idaho Falls, ID",33-3021,Detectives and Criminal Investigators,detailed,30,3.4,0.497,0.66,37.77,"78,550",6.8,25.95,28.98,34.04,51.21,57.52,"53,970","60,280","70,810","106,520","119,640",,
ID,26820,"Idaho Falls, ID",33-3051,Police and Sheriff's Patrol Officers,detailed,160,10.7,2.608,0.56,23.39,"48,650",3.1,16.79,20.22,23.41,27.51,30.19,"34,930","42,060","48,700","57,230","62,780",,
ID,30300,"Lewiston, ID-WA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.6,1.352,1.89,35.37,"73,560",2.6,26.75,31.64,35.18,39.04,45.88,"55,650","65,810","73,170","81,200","95,420",,
ID,30300,"Lewiston, ID-WA",33-3012,Correctional Officers and Jailers,detailed,50,8.0,1.959,0.64,16.62,"34,570",4.5,12.78,13.53,16.39,18.99,22.30,"26,580","28,140","34,100","39,500","46,380",,
ID,30300,"Lewiston, ID-WA",33-3051,Police and Sheriff's Patrol Officers,detailed,110,9.6,4.213,0.90,24.72,"51,420",2.1,16.56,20.87,25.11,29.10,32.70,"34,430","43,400","52,230","60,530","68,030",,
ID,38540,"Pocatello, ID",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,10.0,1.330,1.86,32.81,"68,240",3.7,21.12,24.55,29.39,38.81,54.90,"43,930","51,070","61,140","80,710","114,200",,
ID,38540,"Pocatello, ID",33-3051,Police and Sheriff's Patrol Officers,detailed,100,9.9,3.180,0.68,26.09,"54,260",3.4,20.29,23.80,26.55,29.12,30.62,"42,200","49,490","55,220","60,560","63,680",,
