Unnamed: 0,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens
206,Marin County, California,259358.0,45.7,100310.0,63608.0,20445.0,7.8829263026395955,7021.0
418,Clinch County, Georgia,6814.0,37.2,24848.0,16912.0,2368.0,34.751981215145285,287.0
2996,Brooke County, West Virginia,23473.0,46.2,46265.0,24428.0,2851.0,12.145869722660072,452.0
3122,Carbon County, Wyoming,15696.0,38.1,56972.0,27399.0,2133.0,13.589449541284404,328.0
674,Richland County, Illinois,16072.0,42.1,45597.0,23972.0,2311.0,14.379044300647086,436.0
154,Valdez-Cordova Census Area, Alaska,9522.0,37.6,82511.0,35457.0,802.0,8.42260029405587,446.0
1588,Holt County, Missouri,4537.0,47.8,41017.0,23949.0,614.0,13.533171699360812,102.0
2591,Austin County, Texas,29107.0,40.8,56681.0,28351.0,4163.0,14.302401484179065,823.0
2159,Monroe County, Ohio,14442.0,46.3,41368.0,22100.0,2679.0,18.550062318238467,375.0
1622,Wilson County, North Carolina,81617.0,40.3,40260.0,22519.0,18043.0,22.106914000759645,3198.0
2444,Edmunds County, South Dakota,4000.0,44.5,62467.0,30123.0,380.0,9.5,40.0
1628,Billings County, North Dakota,936.0,45.8,67969.0,40549.0,103.0,11.004273504273502,16.0
830,Scott County, Indiana,23734.0,40.9,46368.0,23103.0,3267.0,13.765062779135418,750.0
890,Hamilton County, Iowa,15227.0,43.0,53970.0,28076.0,1612.0,10.586458264924149,232.0
72,Chilton County, Alabama,43817.0,38.7,42594.0,22045.0,8779.0,20.035602619987674,1520.0
841,Vermillion County, Indiana,15752.0,43.0,44409.0,22932.0,2077.0,13.185627221940072,431.0
2745,Maverick County, Texas,56830.0,29.7,37155.0,16086.0,13879.0,24.42196023227169,2968.0
2496,Cannon County, Tennessee,13855.0,42.1,43654.0,22571.0,2208.0,15.936485023457234,647.0
1527,Smith County, Mississippi,16137.0,40.6,33696.0,22129.0,3640.0,22.556856912685127,261.0
2372,Bristol County, Rhode Island,49228.0,44.1,73096.0,40998.0,3246.0,6.593808401722598,1314.0
891,Hancock County, Iowa,11006.0,44.2,54813.0,27732.0,1026.0,9.32218789751045,101.0
798,Jennings County, Indiana,28023.0,39.6,47236.0,22374.0,4217.0,15.04835313849338,929.0
1142,LaSalle Parish, Louisiana,14927.0,38.7,35339.0,19434.0,3134.0,20.995511489247672,280.0
1022,Pawnee County, Kansas,6840.0,43.7,46227.0,25193.0,423.0,6.184210526315789,36.0
1729,Cheyenne County, Nebraska,10090.0,40.5,54215.0,30929.0,996.0,9.871159563924678,136.0
238,Trinity County, California,13180.0,50.6,35270.0,22387.0,2607.0,19.77996965098634,526.0
179,Calhoun County, Arkansas,5210.0,44.9,35446.0,21093.0,969.0,18.598848368522074,162.0
